[2025/05/29 10:47:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:02] - 0.05 	 0.16 	 7.69 	 149      	 0.5958 	 0.9280

[2025/05/29 11:07:11] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:11] - 0.05 	 0.17 	 7.78 	 159      	 0.6128 	 0.9278

[2025/05/29 11:07:20] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:20] - 0.05 	 0.18 	 7.72 	 166      	 0.5258 	 0.9263

[2025/05/29 11:07:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:29] - 0.05 	 0.19 	 7.64 	 171      	 0.2837 	 0.9253

[2025/05/29 11:07:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:38] - 0.05 	 0.20 	 7.65 	 179      	 0.2673 	 0.9231

[2025/05/29 11:07:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:47] - 0.05 	 0.21 	 7.78 	 187      	 0.2590 	 0.9227

[2025/05/29 11:07:56] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:07:56] - 0.05 	 0.22 	 8.05 	 195      	 0.2183 	 0.9205

[2025/05/29 11:08:05] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:05] - 0.05 	 0.23 	 7.78 	 208      	 0.2448 	 0.9180

[2025/05/29 11:08:13] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:13] - 0.05 	 0.24 	 7.70 	 218      	 0.2439 	 0.9148

[2025/05/29 11:08:22] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:22] - 0.05 	 0.25 	 8.02 	 227      	 0.2477 	 0.9152

[2025/05/29 11:08:31] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:31] - 0.05 	 0.26 	 7.70 	 242      	 0.1971 	 0.9121

[2025/05/29 11:08:40] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:40] - 0.05 	 0.27 	 7.77 	 251      	 0.1429 	 0.9116

[2025/05/29 11:08:49] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:49] - 0.05 	 0.28 	 7.84 	 260      	 0.1540 	 0.9102

[2025/05/29 11:08:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:08:58] - 0.05 	 0.29 	 8.02 	 270      	 0.1380 	 0.9116

[2025/05/29 11:09:07] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:07] - 0.05 	 0.30 	 7.88 	 283      	 0.0386 	 0.9103

[2025/05/29 11:09:16] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:16] - 0.05 	 0.31 	 7.97 	 289      	 0.0312 	 0.9104

[2025/05/29 11:09:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:25] - 0.05 	 0.32 	 7.95 	 301      	 0.0264 	 0.9079

[2025/05/29 11:09:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:34] - 0.05 	 0.33 	 8.28 	 313      	 0.0244 	 0.9069

[2025/05/29 11:09:43] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:43] - 0.05 	 0.34 	 7.88 	 325      	 0.0224 	 0.9033

[2025/05/29 11:09:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:09:52] - 0.05 	 0.35 	 8.21 	 333      	 0.0211 	 0.9029

[2025/05/29 11:10:01] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:01] - 0.05 	 0.36 	 7.92 	 346      	 0.0142 	 0.9011

[2025/05/29 11:10:11] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:11] - 0.05 	 0.37 	 8.21 	 354      	 0.0112 	 0.8977

[2025/05/29 11:10:20] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:20] - 0.05 	 0.38 	 7.85 	 362      	 0.0119 	 0.8945

[2025/05/29 11:10:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:29] - 0.05 	 0.39 	 7.94 	 369      	 0.0114 	 0.8957

[2025/05/29 11:10:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:38] - 0.05 	 0.40 	 7.97 	 385      	 0.0079 	 0.8911

[2025/05/29 11:10:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:47] - 0.06 	 0.10 	 7.87 	 104      	 0.9167 	 0.9330

[2025/05/29 11:10:55] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:10:55] - 0.06 	 0.11 	 7.68 	 112      	 0.9204 	 0.9323

[2025/05/29 11:11:04] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:04] - 0.06 	 0.12 	 7.59 	 122      	 0.9236 	 0.9293

[2025/05/29 11:11:14] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:14] - 0.06 	 0.13 	 8.61 	 129      	 0.7494 	 0.9275

[2025/05/29 11:11:23] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:23] - 0.06 	 0.14 	 7.99 	 140      	 0.4283 	 0.9259

[2025/05/29 11:11:31] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:31] - 0.06 	 0.15 	 7.68 	 144      	 0.4133 	 0.9266

[2025/05/29 11:11:40] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:40] - 0.06 	 0.16 	 7.66 	 152      	 0.2326 	 0.9262

[2025/05/29 11:11:49] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:49] - 0.06 	 0.17 	 7.82 	 160      	 0.2223 	 0.9251

[2025/05/29 11:11:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:11:58] - 0.06 	 0.18 	 7.63 	 171      	 0.2273 	 0.9253

[2025/05/29 11:12:07] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:07] - 0.06 	 0.19 	 8.06 	 183      	 0.1136 	 0.9238

[2025/05/29 11:12:16] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:16] - 0.06 	 0.20 	 7.65 	 189      	 0.1211 	 0.9220

[2025/05/29 11:12:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:25] - 0.06 	 0.21 	 8.08 	 197      	 0.1101 	 0.9210

[2025/05/29 11:12:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:34] - 0.06 	 0.22 	 7.81 	 205      	 0.0733 	 0.9211

[2025/05/29 11:12:43] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:43] - 0.06 	 0.23 	 8.10 	 211      	 0.0758 	 0.9198

[2025/05/29 11:12:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:12:52] - 0.06 	 0.24 	 7.71 	 218      	 0.0324 	 0.9186

[2025/05/29 11:13:00] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:00] - 0.06 	 0.25 	 7.72 	 224      	 0.0320 	 0.9186

[2025/05/29 11:13:09] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:09] - 0.06 	 0.26 	 7.71 	 235      	 0.0332 	 0.9163

[2025/05/29 11:13:18] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:18] - 0.06 	 0.27 	 7.72 	 240      	 0.0331 	 0.9166

[2025/05/29 11:13:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:27] - 0.06 	 0.28 	 7.76 	 253      	 0.0310 	 0.9151

[2025/05/29 11:13:36] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:36] - 0.06 	 0.29 	 8.32 	 262      	 0.0242 	 0.9105

[2025/05/29 11:13:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:45] - 0.06 	 0.30 	 8.11 	 272      	 0.0221 	 0.9104

[2025/05/29 11:13:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:13:54] - 0.06 	 0.31 	 7.80 	 279      	 0.0200 	 0.9097

[2025/05/29 11:14:03] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:03] - 0.06 	 0.32 	 7.74 	 288      	 0.0180 	 0.9109

[2025/05/29 11:14:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:12] - 0.06 	 0.33 	 7.92 	 297      	 0.0172 	 0.9094

[2025/05/29 11:14:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:21] - 0.06 	 0.34 	 8.21 	 309      	 0.0128 	 0.9093

[2025/05/29 11:14:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:30] - 0.06 	 0.35 	 7.86 	 326      	 0.0118 	 0.9052

[2025/05/29 11:14:40] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:40] - 0.06 	 0.36 	 8.11 	 334      	 0.0112 	 0.9054

[2025/05/29 11:14:49] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:49] - 0.06 	 0.37 	 8.23 	 349      	 0.0091 	 0.8998

[2025/05/29 11:14:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:14:58] - 0.06 	 0.38 	 8.01 	 358      	 0.0097 	 0.8998

[2025/05/29 11:15:08] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:08] - 0.06 	 0.39 	 8.30 	 365      	 0.0096 	 0.9004

[2025/05/29 11:15:17] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:17] - 0.06 	 0.40 	 7.88 	 379      	 0.0102 	 0.8989

[2025/05/29 11:15:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:25] - 0.07 	 0.10 	 7.55 	 99      	 0.9883 	 0.9322

[2025/05/29 11:15:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:34] - 0.07 	 0.11 	 7.60 	 109      	 0.9672 	 0.9313

[2025/05/29 11:15:43] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:43] - 0.07 	 0.12 	 8.08 	 115      	 0.9651 	 0.9305

[2025/05/29 11:15:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:15:52] - 0.07 	 0.13 	 7.61 	 126      	 0.8742 	 0.9305

[2025/05/29 11:16:01] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:01] - 0.07 	 0.14 	 7.63 	 128      	 0.8756 	 0.9301

[2025/05/29 11:16:09] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:09] - 0.07 	 0.15 	 7.59 	 132      	 0.8783 	 0.9282

[2025/05/29 11:16:18] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:18] - 0.07 	 0.16 	 7.62 	 139      	 0.8798 	 0.9292

[2025/05/29 11:16:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:27] - 0.07 	 0.17 	 7.62 	 148      	 0.8540 	 0.9275

[2025/05/29 11:16:36] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:36] - 0.07 	 0.18 	 7.70 	 163      	 0.3846 	 0.9231

[2025/05/29 11:16:44] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:44] - 0.07 	 0.19 	 7.67 	 175      	 0.2521 	 0.9248

[2025/05/29 11:16:53] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:16:53] - 0.07 	 0.20 	 7.64 	 182      	 0.2329 	 0.9235

[2025/05/29 11:17:02] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:02] - 0.07 	 0.21 	 7.71 	 188      	 0.2297 	 0.9227

[2025/05/29 11:17:10] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:10] - 0.07 	 0.22 	 7.67 	 196      	 0.2374 	 0.9221

[2025/05/29 11:17:19] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:19] - 0.07 	 0.23 	 7.67 	 201      	 0.2421 	 0.9224

[2025/05/29 11:17:28] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:28] - 0.07 	 0.24 	 7.68 	 213      	 0.0637 	 0.9202

[2025/05/29 11:17:37] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:37] - 0.07 	 0.25 	 7.72 	 224      	 0.0430 	 0.9188

[2025/05/29 11:17:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:45] - 0.07 	 0.26 	 7.74 	 232      	 0.0476 	 0.9184

[2025/05/29 11:17:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:17:54] - 0.07 	 0.27 	 7.71 	 237      	 0.0514 	 0.9193

[2025/05/29 11:18:03] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:03] - 0.07 	 0.28 	 7.83 	 248      	 0.0473 	 0.9151

[2025/05/29 11:18:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:12] - 0.07 	 0.29 	 7.74 	 260      	 0.0499 	 0.9118

[2025/05/29 11:18:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:21] - 0.07 	 0.30 	 7.80 	 270      	 0.0509 	 0.9110

[2025/05/29 11:18:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:29] - 0.07 	 0.31 	 7.81 	 277      	 0.0384 	 0.9096

[2025/05/29 11:18:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:38] - 0.07 	 0.32 	 7.76 	 288      	 0.0278 	 0.9089

[2025/05/29 11:18:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:47] - 0.07 	 0.33 	 7.78 	 304      	 0.0329 	 0.9093

[2025/05/29 11:18:56] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:18:56] - 0.07 	 0.34 	 7.81 	 311      	 0.0332 	 0.9080

[2025/05/29 11:19:05] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:05] - 0.07 	 0.35 	 7.82 	 322      	 0.0321 	 0.9077

[2025/05/29 11:19:14] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:14] - 0.07 	 0.36 	 7.87 	 329      	 0.0220 	 0.9055

[2025/05/29 11:19:23] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:23] - 0.07 	 0.37 	 7.92 	 335      	 0.0258 	 0.9059

[2025/05/29 11:19:32] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:32] - 0.07 	 0.38 	 7.85 	 347      	 0.0289 	 0.9029

[2025/05/29 11:19:41] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:41] - 0.07 	 0.39 	 7.88 	 354      	 0.0239 	 0.8997

[2025/05/29 11:19:50] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:50] - 0.07 	 0.40 	 7.89 	 366      	 0.0269 	 0.8980

[2025/05/29 11:19:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:19:58] - 0.08 	 0.10 	 7.55 	 98      	 0.9973 	 0.9328

[2025/05/29 11:20:07] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 11:20:07] - 0.08 	 0.11 	 7.70 	 102      	 0.9929 	 0.9325

[2025/05/29 11:20:16] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:34:17] - 0.08 	 0.12 	 7.56 	 107      	 0.9932 	 0.9328

[2025/05/29 13:34:26] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:34:26] - 0.08 	 0.13 	 7.96 	 117      	 0.9902 	 0.9300

[2025/05/29 13:34:35] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:34:35] - 0.08 	 0.14 	 7.77 	 130      	 0.9184 	 0.9290

[2025/05/29 13:34:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:34:45] - 0.08 	 0.15 	 8.17 	 137      	 0.7232 	 0.9286

[2025/05/29 13:34:53] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:34:53] - 0.08 	 0.16 	 7.62 	 147      	 0.7041 	 0.9277

[2025/05/29 13:35:02] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:02] - 0.08 	 0.17 	 7.62 	 156      	 0.6773 	 0.9259

[2025/05/29 13:35:11] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:11] - 0.08 	 0.18 	 7.71 	 161      	 0.6621 	 0.9255

[2025/05/29 13:35:20] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:20] - 0.08 	 0.19 	 7.73 	 168      	 0.3790 	 0.9256

[2025/05/29 13:35:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:29] - 0.08 	 0.20 	 7.73 	 177      	 0.1823 	 0.9252

[2025/05/29 13:35:37] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:37] - 0.08 	 0.21 	 7.63 	 184      	 0.1801 	 0.9190

[2025/05/29 13:35:46] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:46] - 0.08 	 0.22 	 7.68 	 195      	 0.1833 	 0.9172

[2025/05/29 13:35:55] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:35:55] - 0.08 	 0.23 	 7.72 	 203      	 0.1603 	 0.9159

[2025/05/29 13:36:04] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:04] - 0.08 	 0.24 	 7.71 	 210      	 0.1158 	 0.9159

[2025/05/29 13:36:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:12] - 0.08 	 0.25 	 7.72 	 220      	 0.1139 	 0.9151

[2025/05/29 13:36:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:21] - 0.08 	 0.26 	 7.75 	 228      	 0.0977 	 0.9142

[2025/05/29 13:36:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:30] - 0.08 	 0.27 	 7.70 	 236      	 0.0941 	 0.9143

[2025/05/29 13:36:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:39] - 0.08 	 0.28 	 7.74 	 245      	 0.0992 	 0.9121

[2025/05/29 13:36:48] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:48] - 0.08 	 0.29 	 8.01 	 256      	 0.1050 	 0.9089

[2025/05/29 13:36:57] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:36:57] - 0.08 	 0.30 	 8.28 	 266      	 0.0939 	 0.9103

[2025/05/29 13:37:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:06] - 0.08 	 0.31 	 7.87 	 276      	 0.0786 	 0.9113

[2025/05/29 13:37:15] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:15] - 0.08 	 0.32 	 8.12 	 282      	 0.0717 	 0.9087

[2025/05/29 13:37:24] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:24] - 0.08 	 0.33 	 7.95 	 296      	 0.0507 	 0.9071

[2025/05/29 13:37:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:34] - 0.08 	 0.34 	 8.18 	 304      	 0.0466 	 0.9048

[2025/05/29 13:37:43] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:43] - 0.08 	 0.35 	 7.83 	 311      	 0.0407 	 0.9038

[2025/05/29 13:37:51] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:37:51] - 0.08 	 0.36 	 7.87 	 324      	 0.0329 	 0.9047

[2025/05/29 13:38:00] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:38:00] - 0.08 	 0.37 	 7.94 	 338      	 0.0332 	 0.9010

[2025/05/29 13:38:09] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:38:09] - 0.08 	 0.38 	 7.92 	 347      	 0.0142 	 0.8987

[2025/05/29 13:38:18] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:38:18] - 0.08 	 0.39 	 7.87 	 359      	 0.0060 	 0.8859

[2025/05/29 13:38:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:38:27] - 0.08 	 0.40 	 7.88 	 373      	 0.0057 	 0.8845

[2025/05/29 13:41:19] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:41:19] - 0.09 	 0.20 	 7.76 	 180      	 0.4248 	 0.9258

[2025/05/29 13:41:28] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:41:28] - 0.09 	 0.21 	 7.67 	 188      	 0.3409 	 0.9241

[2025/05/29 13:41:37] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:41:37] - 0.09 	 0.22 	 8.09 	 195      	 0.3539 	 0.9220

[2025/05/29 13:41:46] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:41:46] - 0.09 	 0.23 	 7.70 	 204      	 0.2221 	 0.9200

[2025/05/29 13:41:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:41:54] - 0.09 	 0.24 	 7.85 	 211      	 0.2047 	 0.9189

[2025/05/29 13:42:03] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:03] - 0.09 	 0.25 	 7.69 	 221      	 0.2027 	 0.9159

[2025/05/29 13:42:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:12] - 0.09 	 0.26 	 7.73 	 232      	 0.1936 	 0.9152

[2025/05/29 13:42:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:21] - 0.09 	 0.27 	 8.01 	 241      	 0.2033 	 0.9146

[2025/05/29 13:42:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:30] - 0.09 	 0.28 	 7.73 	 258      	 0.1924 	 0.9151

[2025/05/29 13:42:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:39] - 0.09 	 0.29 	 7.72 	 262      	 0.2006 	 0.9109

[2025/05/29 13:42:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:47] - 0.09 	 0.30 	 7.80 	 274      	 0.1587 	 0.9096

[2025/05/29 13:42:57] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:42:57] - 0.09 	 0.31 	 8.18 	 286      	 0.1311 	 0.9078

[2025/05/29 13:43:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:06] - 0.09 	 0.32 	 7.78 	 295      	 0.0713 	 0.9051

[2025/05/29 13:43:15] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:15] - 0.09 	 0.33 	 8.15 	 303      	 0.0710 	 0.9055

