[2025/05/29 10:47:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:24] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:24] - 0.09 	 0.34 	 7.85 	 311      	 0.0577 	 0.9045

[2025/05/29 13:43:33] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:33] - 0.09 	 0.35 	 7.80 	 319      	 0.0397 	 0.9035

[2025/05/29 13:43:42] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:42] - 0.10 	 0.20 	 7.70 	 176      	 0.4571 	 0.9253

[2025/05/29 13:43:51] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:43:51] - 0.10 	 0.21 	 8.04 	 185      	 0.4044 	 0.9235

[2025/05/29 13:44:00] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:00] - 0.10 	 0.22 	 7.73 	 190      	 0.1937 	 0.9238

[2025/05/29 13:44:08] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:08] - 0.10 	 0.23 	 7.68 	 199      	 0.1978 	 0.9216

[2025/05/29 13:44:17] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:17] - 0.10 	 0.24 	 7.94 	 207      	 0.1554 	 0.9200

[2025/05/29 13:44:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:27] - 0.10 	 0.25 	 8.57 	 217      	 0.1610 	 0.9181

[2025/05/29 13:44:36] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:36] - 0.10 	 0.26 	 7.75 	 225      	 0.1637 	 0.9154

[2025/05/29 13:44:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:45] - 0.10 	 0.27 	 7.77 	 237      	 0.1700 	 0.9150

[2025/05/29 13:44:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:44:54] - 0.10 	 0.28 	 7.89 	 246      	 0.1638 	 0.9146

[2025/05/29 13:45:03] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:03] - 0.10 	 0.29 	 7.74 	 256      	 0.1606 	 0.9137

[2025/05/29 13:45:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:12] - 0.10 	 0.30 	 8.11 	 266      	 0.1649 	 0.9128

[2025/05/29 13:45:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:21] - 0.10 	 0.31 	 7.79 	 275      	 0.1101 	 0.9135

[2025/05/29 13:45:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:30] - 0.10 	 0.32 	 8.15 	 285      	 0.1047 	 0.9119

[2025/05/29 13:45:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:39] - 0.10 	 0.33 	 7.79 	 297      	 0.0821 	 0.9088

[2025/05/29 13:45:48] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:48] - 0.10 	 0.34 	 7.87 	 310      	 0.0582 	 0.9045

[2025/05/29 13:45:56] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:45:56] - 0.10 	 0.35 	 7.84 	 322      	 0.0183 	 0.9035

[2025/05/29 13:46:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:06] - 0.11 	 0.20 	 8.05 	 168      	 0.2081 	 0.9276

[2025/05/29 13:46:14] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:14] - 0.11 	 0.21 	 7.75 	 176      	 0.1693 	 0.9263

[2025/05/29 13:46:24] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:24] - 0.11 	 0.22 	 8.11 	 188      	 0.1459 	 0.9233

[2025/05/29 13:46:32] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:32] - 0.11 	 0.23 	 7.73 	 200      	 0.1704 	 0.9222

[2025/05/29 13:46:41] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:41] - 0.11 	 0.24 	 7.67 	 206      	 0.1542 	 0.9210

[2025/05/29 13:46:50] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:50] - 0.11 	 0.25 	 7.91 	 214      	 0.1356 	 0.9188

[2025/05/29 13:46:59] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:46:59] - 0.11 	 0.26 	 7.75 	 223      	 0.1361 	 0.9191

[2025/05/29 13:47:08] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:08] - 0.11 	 0.27 	 7.86 	 233      	 0.1453 	 0.9189

[2025/05/29 13:47:17] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:17] - 0.11 	 0.28 	 7.71 	 240      	 0.1363 	 0.9172

[2025/05/29 13:47:26] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:26] - 0.11 	 0.29 	 8.12 	 249      	 0.0972 	 0.9155

[2025/05/29 13:47:35] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:35] - 0.11 	 0.30 	 7.74 	 258      	 0.0822 	 0.9149

[2025/05/29 13:47:44] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:44] - 0.11 	 0.31 	 8.24 	 270      	 0.0598 	 0.9106

[2025/05/29 13:47:53] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:47:53] - 0.11 	 0.32 	 7.78 	 277      	 0.0547 	 0.9094

[2025/05/29 13:48:02] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:02] - 0.11 	 0.33 	 8.12 	 289      	 0.0596 	 0.9116

[2025/05/29 13:48:11] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:11] - 0.11 	 0.34 	 7.79 	 297      	 0.0460 	 0.9115

[2025/05/29 13:48:20] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:20] - 0.11 	 0.35 	 8.14 	 311      	 0.0441 	 0.9092

[2025/05/29 13:48:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:29] - 0.12 	 0.20 	 7.64 	 171      	 0.2031 	 0.9271

[2025/05/29 13:48:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:38] - 0.12 	 0.21 	 7.95 	 179      	 0.2051 	 0.9262

[2025/05/29 13:48:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:47] - 0.12 	 0.22 	 7.69 	 181      	 0.2076 	 0.9256

[2025/05/29 13:48:57] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:48:57] - 0.12 	 0.23 	 8.61 	 185      	 0.1938 	 0.9262

[2025/05/29 13:49:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:06] - 0.12 	 0.24 	 7.96 	 195      	 0.1873 	 0.9247

[2025/05/29 13:49:15] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:15] - 0.12 	 0.25 	 7.79 	 202      	 0.1837 	 0.9241

[2025/05/29 13:49:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:25] - 0.12 	 0.26 	 8.09 	 215      	 0.1543 	 0.9201

[2025/05/29 13:49:33] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:33] - 0.12 	 0.27 	 7.68 	 228      	 0.0951 	 0.9187

[2025/05/29 13:49:43] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:43] - 0.12 	 0.28 	 8.04 	 238      	 0.0968 	 0.9175

[2025/05/29 13:49:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:49:52] - 0.12 	 0.29 	 7.76 	 249      	 0.1042 	 0.9160

[2025/05/29 13:50:01] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:01] - 0.12 	 0.30 	 7.90 	 260      	 0.1058 	 0.9148

[2025/05/29 13:50:10] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:10] - 0.12 	 0.31 	 7.76 	 268      	 0.0952 	 0.9102

[2025/05/29 13:50:19] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:19] - 0.12 	 0.32 	 7.84 	 280      	 0.0621 	 0.9101

[2025/05/29 13:50:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:29] - 0.12 	 0.33 	 8.09 	 291      	 0.0162 	 0.9077

[2025/05/29 13:50:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:38] - 0.12 	 0.34 	 7.76 	 298      	 0.0130 	 0.9061

[2025/05/29 13:50:47] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:47] - 0.12 	 0.35 	 7.87 	 310      	 0.0096 	 0.9010

[2025/05/29 13:50:56] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:50:56] - 0.13 	 0.20 	 7.66 	 170      	 0.2522 	 0.9227

[2025/05/29 13:51:04] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:04] - 0.13 	 0.21 	 7.69 	 174      	 0.1938 	 0.9225

[2025/05/29 13:51:13] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:13] - 0.13 	 0.22 	 7.71 	 178      	 0.2007 	 0.9243

[2025/05/29 13:51:23] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:23] - 0.13 	 0.23 	 8.10 	 185      	 0.2084 	 0.9234

[2025/05/29 13:51:32] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:32] - 0.13 	 0.24 	 7.73 	 194      	 0.1984 	 0.9216

[2025/05/29 13:51:41] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:41] - 0.13 	 0.25 	 7.88 	 205      	 0.0996 	 0.9212

[2025/05/29 13:51:50] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:50] - 0.13 	 0.26 	 7.72 	 210      	 0.0984 	 0.9220

[2025/05/29 13:51:59] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:51:59] - 0.13 	 0.27 	 7.95 	 218      	 0.0970 	 0.9197

[2025/05/29 13:52:08] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:08] - 0.13 	 0.28 	 7.72 	 229      	 0.0959 	 0.9177

[2025/05/29 13:52:17] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:17] - 0.13 	 0.29 	 7.77 	 239      	 0.0854 	 0.9168

[2025/05/29 13:52:26] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:26] - 0.13 	 0.30 	 7.72 	 245      	 0.0804 	 0.9175

[2025/05/29 13:52:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:34] - 0.13 	 0.31 	 7.72 	 260      	 0.0838 	 0.9136

[2025/05/29 13:52:44] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:44] - 0.13 	 0.32 	 8.11 	 275      	 0.0263 	 0.9137

[2025/05/29 13:52:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:52:52] - 0.13 	 0.33 	 7.75 	 282      	 0.0241 	 0.9131

[2025/05/29 13:53:01] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:01] - 0.13 	 0.34 	 7.79 	 298      	 0.0221 	 0.9104

[2025/05/29 13:53:10] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:10] - 0.13 	 0.35 	 7.95 	 308      	 0.0182 	 0.9069

[2025/05/29 13:53:19] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:19] - 0.14 	 0.20 	 7.65 	 173      	 0.2013 	 0.9265

[2025/05/29 13:53:28] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:28] - 0.14 	 0.21 	 7.84 	 183      	 0.2310 	 0.9243

[2025/05/29 13:53:37] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:37] - 0.14 	 0.22 	 7.68 	 190      	 0.2473 	 0.9237

[2025/05/29 13:53:46] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:46] - 0.14 	 0.23 	 7.99 	 199      	 0.0489 	 0.9232

[2025/05/29 13:53:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:53:54] - 0.14 	 0.24 	 7.69 	 206      	 0.0478 	 0.9228

[2025/05/29 13:54:04] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:04] - 0.14 	 0.25 	 8.10 	 209      	 0.0460 	 0.9231

[2025/05/29 13:54:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:12] - 0.14 	 0.26 	 7.75 	 216      	 0.0390 	 0.9227

[2025/05/29 13:54:22] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:22] - 0.14 	 0.27 	 8.12 	 229      	 0.0333 	 0.9197

[2025/05/29 13:54:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:30] - 0.14 	 0.28 	 7.78 	 238      	 0.0339 	 0.9146

[2025/05/29 13:54:40] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:40] - 0.14 	 0.29 	 8.04 	 251      	 0.0373 	 0.9117

[2025/05/29 13:54:49] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:49] - 0.14 	 0.30 	 7.75 	 256      	 0.0381 	 0.9099

[2025/05/29 13:54:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:54:58] - 0.14 	 0.31 	 8.11 	 263      	 0.0339 	 0.9095

[2025/05/29 13:55:07] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:07] - 0.14 	 0.32 	 7.77 	 282      	 0.0173 	 0.9074

[2025/05/29 13:55:15] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:15] - 0.14 	 0.33 	 7.85 	 295      	 0.0187 	 0.9041

[2025/05/29 13:55:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:25] - 0.14 	 0.34 	 7.99 	 312      	 0.0178 	 0.9056

[2025/05/29 13:55:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:34] - 0.14 	 0.35 	 7.83 	 317      	 0.0183 	 0.9043

[2025/05/29 13:55:42] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:42] - 0.15 	 0.20 	 7.64 	 174      	 0.2543 	 0.9213

[2025/05/29 13:55:52] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:55:52] - 0.15 	 0.21 	 8.13 	 177      	 0.0944 	 0.9203

[2025/05/29 13:56:01] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:01] - 0.15 	 0.22 	 7.73 	 183      	 0.0999 	 0.9200

[2025/05/29 13:56:09] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:09] - 0.15 	 0.23 	 7.78 	 187      	 0.0486 	 0.9198

[2025/05/29 13:56:18] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:18] - 0.15 	 0.24 	 7.69 	 191      	 0.0464 	 0.9208

[2025/05/29 13:56:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:27] - 0.15 	 0.25 	 7.74 	 200      	 0.0496 	 0.9207

[2025/05/29 13:56:36] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:36] - 0.15 	 0.26 	 7.76 	 210      	 0.0417 	 0.9191

[2025/05/29 13:56:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:45] - 0.15 	 0.27 	 7.79 	 222      	 0.0403 	 0.9182

[2025/05/29 13:56:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:56:54] - 0.15 	 0.28 	 7.95 	 230      	 0.0401 	 0.9160

[2025/05/29 13:57:03] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:03] - 0.15 	 0.29 	 7.70 	 235      	 0.0474 	 0.9152

[2025/05/29 13:57:12] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:12] - 0.15 	 0.30 	 7.80 	 252      	 0.0401 	 0.9130

[2025/05/29 13:57:21] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:21] - 0.15 	 0.31 	 7.93 	 265      	 0.0282 	 0.9099

[2025/05/29 13:57:30] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:30] - 0.15 	 0.32 	 7.85 	 276      	 0.0301 	 0.9074

[2025/05/29 13:57:39] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:39] - 0.15 	 0.33 	 8.08 	 291      	 0.0119 	 0.8950

[2025/05/29 13:57:48] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:48] - 0.15 	 0.34 	 7.92 	 298      	 0.0104 	 0.8960

[2025/05/29 13:57:57] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:57:57] - 0.15 	 0.35 	 7.90 	 303      	 0.0106 	 0.8952

[2025/05/29 13:58:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:06] - 0.16 	 0.20 	 7.64 	 168      	 0.1107 	 0.9220

[2025/05/29 13:58:14] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:14] - 0.16 	 0.21 	 7.71 	 175      	 0.1146 	 0.9205

[2025/05/29 13:58:23] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:23] - 0.16 	 0.22 	 7.64 	 178      	 0.1202 	 0.9203

[2025/05/29 13:58:32] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:32] - 0.16 	 0.23 	 7.66 	 192      	 0.0927 	 0.9171

[2025/05/29 13:58:40] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:40] - 0.16 	 0.24 	 7.67 	 196      	 0.0790 	 0.9176

[2025/05/29 13:58:49] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:49] - 0.16 	 0.25 	 7.67 	 202      	 0.0806 	 0.9182

[2025/05/29 13:58:58] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:58:58] - 0.16 	 0.26 	 7.70 	 212      	 0.0684 	 0.9147

[2025/05/29 13:59:07] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:07] - 0.16 	 0.27 	 8.06 	 224      	 0.0260 	 0.9129

[2025/05/29 13:59:16] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:16] - 0.16 	 0.28 	 7.71 	 232      	 0.0264 	 0.9129

[2025/05/29 13:59:25] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:25] - 0.16 	 0.29 	 8.12 	 244      	 0.0242 	 0.9127

[2025/05/29 13:59:34] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:34] - 0.16 	 0.30 	 7.80 	 253      	 0.0232 	 0.9107

[2025/05/29 13:59:42] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:42] - 0.16 	 0.31 	 7.75 	 258      	 0.0198 	 0.9100

[2025/05/29 13:59:51] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 13:59:51] - 0.16 	 0.32 	 7.81 	 267      	 0.0194 	 0.9086

[2025/05/29 14:00:00] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:00] - 0.16 	 0.33 	 7.78 	 279      	 0.0187 	 0.9058

[2025/05/29 14:00:09] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:09] - 0.16 	 0.34 	 7.82 	 290      	 0.0158 	 0.9054

[2025/05/29 14:00:18] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:18] - 0.16 	 0.35 	 7.84 	 300      	 0.0119 	 0.8995

[2025/05/29 14:00:27] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:27] - 0.17 	 0.20 	 7.70 	 172      	 0.2487 	 0.9252

[2025/05/29 14:00:36] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:36] - 0.17 	 0.21 	 7.70 	 179      	 0.2420 	 0.9244

[2025/05/29 14:00:45] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:45] - 0.17 	 0.22 	 7.70 	 183      	 0.0771 	 0.9244

[2025/05/29 14:00:54] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:00:54] - 0.17 	 0.23 	 7.68 	 187      	 0.0738 	 0.9235

[2025/05/29 14:01:02] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:02] - 0.17 	 0.24 	 7.68 	 194      	 0.0766 	 0.9235

[2025/05/29 14:01:11] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:11] - 0.17 	 0.25 	 7.79 	 199      	 0.0749 	 0.9232

[2025/05/29 14:01:20] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:20] - 0.17 	 0.26 	 7.74 	 208      	 0.0544 	 0.9209

[2025/05/29 14:01:29] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:29] - 0.17 	 0.27 	 8.10 	 218      	 0.0579 	 0.9196

[2025/05/29 14:01:38] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:38] - 0.17 	 0.28 	 7.81 	 229      	 0.0550 	 0.9164

[2025/05/29 14:01:48] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:48] - 0.17 	 0.29 	 9.02 	 236      	 0.0609 	 0.9154

[2025/05/29 14:01:57] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:01:57] - 0.17 	 0.30 	 7.99 	 254      	 0.0156 	 0.9150

[2025/05/29 14:02:06] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:06] - 0.17 	 0.31 	 7.81 	 266      	 0.0140 	 0.9084

[2025/05/29 14:02:15] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:15] - 0.17 	 0.32 	 7.79 	 278      	 0.0120 	 0.9063

[2025/05/29 14:02:24] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:24] - 0.17 	 0.33 	 7.87 	 289      	 0.0127 	 0.9043

[2025/05/29 14:02:33] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:33] - 0.17 	 0.34 	 7.84 	 296      	 0.0127 	 0.9034

[2025/05/29 14:02:42] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:42] - 0.17 	 0.35 	 7.81 	 306      	 0.0106 	 0.9024

[2025/05/29 14:02:51] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
[2025/05/29 14:02:51] - 0.18 	 0.20 	 7.63 	 171      	 0.1091 	 0.9277

[2025/05/29 14:03:00] - Alpha 	 Thres 	 Time 	 Neuron 	 PoisonACC 	 CleanACC
